mukey,pm_dom,comppct_dom,n_pm
3086206,clayey residuum weathered from acid shale,85,4
3086208,clayey residuum weathered from acid shale,50,2
3086209,clayey residuum weathered from acid shale,55,2
3086210,clayey residuum weathered from acid shale,50,2
3086574,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",95,2
3086575,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",95,2
3086576,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",94,2
3086584,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",93,3
3086586,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",95,2
3086622,loamy-skeletal coal extraction mine spoil derived from sandstone and siltstone,48,1
3086638,loamy-skeletal colluvium derived from interbedded sedimentary rock,45,2
3086639,loamy-skeletal colluvium derived from interbedded sedimentary rock,60,1
3086640,loamy-skeletal colluvium derived from interbedded sedimentary rock,45,2
3086641,loamy-skeletal colluvium derived from interbedded sedimentary rock,60,1
3092849,clayey alluvium,65,3
3093911,loess influenced colluvium and/or slope alluvium derived from sedimentary rock,40,3
3098256,sandy eolian deposits and/or fluviomarine sediments,45,3
3098661,residuum weathered from shale and siltstone,95,2
3098670,calcareous loamy marl,80,1
3099710,loamy alluvium over sandy and gravelly outwash,90,3
3099717,eolian sands and/or sandy alluvium,92,5
3099740,organic material over siliceous sandy alluvium derived from sandstone,85,1
3099880,mixed sandy alluvium,90,2
3100260,"loamy till derived mainly from acid sandstone, siltstone, and shale",40,2
3100292,red clayey glaciolacustrine deposits derived from calcareous shale,65,3
3100400,"calcareous loamy lodgment till derived from limestone, sandstone, and shale",85,5
3102851,thin herbaceous organic material over sandy marine deposits,90,4
3102859,sandy and loamy marine deposits,87,1
3102870,loamy marine deposits over limestone,80,3
3102873,sandy and loamy marine deposits,45,4
3102888,sandy and loamy marine deposits,45,6
3102897,sandy and loamy marine deposits,45,3
3102914,sandy and loamy marine deposits over limestone,45,6
3102953,sandy and loamy marine deposits over limestone,43,5
3102970,silty marine deposits over limestone,95,2
3102973,sandy and loamy marine deposits,33,4
3103006,sandy and loamy marine deposits,31,3
3103009,sandy and loamy marine deposits,45,2
3103026,sandy and loamy marine deposits,40,6
3103034,sandy marine deposits,85,2
3103234,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",60,3
3103281,"late Pliocene to early Pleistocene age loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",95,2
3105636,silty alluvium,80,1
3105679,silty and clayey glaciolacustrine deposits,85,2
3105682,"brownish loamy till derived from gray and brown sandstone, siltstone and shale",90,3
3105683,"brownish loamy till derived from gray and brown sandstone, siltstone and shale",85,3
3105690,"calcareous loamy lodgment till derived from limestone, sandstone, and shale",85,5
3105704,"loamy till derived mainly from calcareous shale, with some limestone and sandstone",85,3
3105707,brownish loamy till derived from sandstone and siltstone,40,6
3105708,brownish loamy till derived from sandstone and siltstone,40,5
3105713,till,85,3
3105736,"loamy till derived mainly from sandstone, siltstone, and shale",95,3
3105737,"loamy till derived mainly from sandstone, siltstone, and shale",95,3
3105742,"loamy till derived mainly from sandstone, siltstone, and shale",85,3
3105746,"calcareous loamy lodgment till derived from limestone, sandstone, and shale",55,3
3105747,"calcareous loamy lodgment till derived from limestone, sandstone, and shale",55,3
3105756,"brownish loamy till derived from interbedded sandstone, siltstone and shale",90,3
3105766,"loamy till derived from sandstone, siltstone, and shale",45,4
3105791,loamy till derived from sandstone and siltstone,35,5
3106840,colluvium derived from sandstone,40,1
3106896,slope alluvium and/or colluvium over residuum weathered from sandstone,65,1
3108031,loamy lodgement till derived from gneiss,45,6
3108034,loamy lodgement till derived from gneiss,50,7
3108035,loamy lodgement till derived from gneiss,50,7
3108036,loamy lodgement till derived from gneiss,80,5
3112856,till,85,2
3114462,"colluvium and residuum derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",50,4
3114464,thick mantle of volcanic ash over colluvium and residuum derived from andesite or basalt,70,4
3114473,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",50,6
3114474,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",30,6
3114480,thick mantle of volcanic ash over colluvium and residuum derived from basalt,50,2
3114484,thick mantle of volcanic ash mixed with loess over colluvium and residuum derived from andesite or basalt,40,3
3114488,thick mantle of volcanic ash over colluvium and residuum derived from andesite or basalt,45,2
3114495,thick mantle of volcanic ash mixed with loess over colluvium and residuum derived from andesite or basalt,40,4
3114499,thin mantle of mixed volcanic ash and loess over colluvium derived from basalt,55,3
3115139,eolian sands,40,1
3115141,eolian sands,45,1
3115143,eolian sands,75,1
3115146,eolian sands,75,1
3115163,herbaceous organic material over silty glaciolacustrine deposits,75,2
3115167,herbaceous organic material over silty glaciolacustrine deposits,75,2
3115181,silty glaciolacustrine deposits,80,2
3115188,silty glaciolacustrine deposits,65,2
3115210,loess over coarse-loamy lodgment till,50,3
3115213,loess over coarse-loamy lodgment till,50,3
3115217,loess over coarse-loamy lodgment till,65,4
3115229,coarse-loamy lodgment till,75,3
3115635,volcanic ash and/or colluvium over residuum weathered from basalt,50,2
3116197,sandy and loamy gravelly fluviomarine deposits,35,4
3116206,clayey marine deposits,50,4
3116207,loamy marine deposits,80,3
3116211,loamy marine deposits,50,5
3116212,coarse-loamy marine deposits,50,6
3116213,loamy marine deposits,45,5
3116214,loamy marine deposits,45,5
3116397,sandy and loamy gravelly fluviomarine deposits,35,6
3116406,fine-loamy marine deposits,85,2
3116408,loamy marine deposits,90,2
3116412,loamy marine deposits,85,1
3116418,fine-loamy marine deposits,85,2
3116427,coarse-silty alluvium,89,1
3117630,coarse-loamy fluviomarine deposits derived from sedimentary rock,85,2
3117633,sandy fluviomarine deposits derived from sedimentary rock,75,4
3119047,sandy glaciolacustrine deposits,60,3
3119048,sandy glaciofluvial deposits,50,6
3119071,sandy human-transported material over sandy alluvium derived from sandstone and/or sandy outwash derived from igneous and metamorphic rock,89,2
3120156,residuum and colluvium over soft tuffaceous sediments,35,2
3120178,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",50,3
3120194,thick mantle of volcanic ash over colluvium derived from basalt,45,4
3120200,"colluvium and residuum derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",35,5
3120207,thick mantle of volcanic ash over colluvium and residuum derived from andesite or basalt,60,4
3120208,thick mantle of volcanic ash over colluvium and residuum derived from andesite or basalt,70,4
3120232,thin mantle of mixed volcanic ash and loess over colluvium derived from basalt,40,6
3120235,thick mantle of volcanic ash over colluvium and residuum derived from basalt,50,3
3120272,thick mantle of volcanic ash over colluvium derived from sandstone,45,1
3120291,thick mantle of volcanic ash mixed with loess over colluvium and residuum derived from andesite or basalt,45,6
3120297,colluvium and residuum derived from hard igneous extrusive rock mixed with loess,55,3
3120298,"colluvium and residuum derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",35,4
3120304,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",50,6
3120305,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",30,6
3120308,loess over colluvium and residuum derived from basalt with an influence of volcanic ash in the upper part,40,6
3120312,colluvium and residuum derived from hard igneous extrusive rocks mixed with loess,55,4
3120316,thick mantle of volcanic ash over colluvium and residuum derived from basalt,50,3
3120321,colluvium derived from metasedimentary rocks or metavolcanic rocks with an influence of volcanic ash in the upper part,35,4
3120325,thick mantle of volcanic ash over colluvium and residuum derived from basalt,40,5
3120328,colluvium and residuum derived from basalt with an influence of volcanic ash throughout,65,3
3120333,colluvium and residuum derived from hard igneous extrusive rocks with an influence of volcanic ash in the upper part,50,5
3120340,thick mantle of volcanic ash over till derived from mixed sources,55,2
3120346,thick mantle of volcanic ash over till derived from mixed sources,55,2
3120376,thick mantle of volcanic ash over colluvium and residuum derived from granite,45,1
3120387,"thick mantle of volcanic ash over colluvium and residuum derived from metasedimentary rocks, metavolcanic rocks, or rhyolite",60,4
3120392,"thick mantle of volcanic ash over colluvium and residuum derived from metasedimentary rocks, metavolcanic rocks, or rhyolite",55,2
3120408,thin mantle of volcanic ash over colluvium derived from andesite or basalt,55,2
3120416,colluvium derived from sandstone with an influence of volcanic ash in the upper part,45,2
3120440,colluvium and residuum derived from hard igenous extrusive rock with a minor influence of volcanic ash in the surface,45,3
3120477,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",40,4
3120485,thin mantle of mixed volcanic ash and loess over colluvium derived from basalt,50,3
3120488,colluvium and residuum derived from basalt with an influence of volcanic ash throughout,40,4
3120504,thick mantle of volcanic ash over colluvium and residuum derived from basalt,50,2
3120508,thick mantle of volcanic ash over colluvium and residuum derived from basalt,55,2
3120512,thick mantle of volcanic ash over colluvium and residuum derived from basalt,55,2
3120525,thick mantle of volcanic ash mixed with loess over colluvium and residuum derived from andesite or basalt,40,3
3120537,loess over colluvium and residuum derived from basalt with an influence of volcanic ash in the upper part,45,4
3120538,colluvium and residuum derived from hard igneous extrusive rocks mixed with loess,65,2
3120543,thick mantle of volcanic ash mixed with loess over colluvium and residuum derived from andesite or basalt,45,4
3120544,thick mantle of volcanic ash over colluvium and residuum derived from andesite or basalt,60,6
3120553,colluvium and residuum derived from hard igneous extrusive rocks mixed with loess,45,2
3120566,loess over colluvium derived from basalt with an influence of volcanic ash in the upper part,40,4
3120569,colluvium and residuum derived from hard igneous extrusive rocks mixed with loess,55,2
3120574,"colluvium derived from basalt mixed with loess, with an influence of volcanic ash in the upper part",45,3
3120589,loess over colluvium derived from basalt with an influence of volcanic ash in the upper part,40,7
3120594,thin mantle of mixed volcanic ash and loess over colluvium derived from basalt,55,4
3120621,thin mantle of volcanic ash over colluvium and residuum derived from argillite,60,3
